"","x"
"1",1
"2",0.851380653797281
"3",0.598951738681716
"4",0.315453985397622
"5",0.0521880824002286
"6",-0.16524589126378
"7",-0.325887149380569
"8",-0.432256801067465
"9",-0.487899656281868
"10",-0.49224454760223
"11",-0.444637965934402
"12",-0.35162444311205
"13",-0.224233538569069
"14",-0.0789529351362215
"15",0.057754041233951
"16",0.161860879447988
"17",0.229112712257527
"18",0.261126115917836
"19",0.262258143557752
"20",0.240097518023755
"21",0.195095499510846
"22",0.133468062302684
"23",0.0547169948455206
"24",-0.0304632386489268
"25",-0.109250286668144
"26",-0.16597304496184
"27",-0.191732852122394
"28",-0.186186834937356
"29",-0.153406976701248
"30",-0.100109074328659
"31",-0.0365308545573507
"32",0.0216786554820595
"33",0.0632104331983351
"34",0.0889156442241298
"35",0.0972010333831083
"36",0.0883721202449899
"37",0.0615488986895171
"38",0.0194312821562265
"39",-0.0258947085435415
"40",-0.0624007173801262
"41",-0.0718524765176926
"42",-0.0458722146514268
"43",0.00222082139466171
"44",0.0609804369142112
"45",0.0953140631750908
"46",0.0965008875256336
"47",0.0762121522217025
"48",0.0438654346249653
"49",0.000802928054255758
"50",-0.0456449841623292
"51",-0.0951172762487469
"52",-0.138304537860494
"53",-0.169537795741908
"54",-0.17653871709548
"55",-0.160476407876435
"56",-0.124524472890659
"57",-0.0621193080111429
"58",0.00590207028600556
"59",0.061330800909769
"60",0.101655829299499
"61",0.124687059646599
"62",0.131318994894175
"63",0.131062972503545
"64",0.125037927596901
"65",0.118128660484758
"66",0.10813520192183
"67",0.0915938260387139
"68",0.0604056157969419
"69",0.00756568651025909
"70",-0.0549340506796473
"71",-0.114126631992594
"72",-0.154029144330054
"73",-0.166368330867648
"74",-0.155181218392382
"75",-0.122652209751357
"76",-0.0816766180872229
"77",-0.0385240903829351
"78",0.00450267352303499
"79",0.0416568674981496
"80",0.0661313824649724
"81",0.0752557398524019
"82",0.0678058323050118
"83",0.0400466210386166
"84",0.000994543267340523
"85",-0.0396953058903735
"86",-0.0652218731543265
"87",-0.0610998533546333
"88",-0.0340759281770084
"89",0.0127774557774291
"90",0.0555612979472698
"91",0.0880913177114045
"92",0.0986030093913217
"93",0.0866988630808282
"94",0.0571782048366229
"95",0.0179721768395619
"96",-0.0302514123970553
"97",-0.0841796904181199
"98",-0.132499828177301
"99",-0.167192088987498
"100",-0.175890944485668
"101",-0.157181683221648
"102",-0.110519881714301
"103",-0.0442634077253826
"104",0.0322317453005606
"105",0.107884208924947
"106",0.171843632174341
"107",0.212149884653346
"108",0.229335280183919
"109",0.222914058136958
"110",0.188911541618151
"111",0.129268045544532
"112",0.0467044036723783
"113",-0.0596541003623183
"114",-0.172938257460554
"115",-0.277091941759511
"116",-0.357493041878827
"117",-0.402202506422651
"118",-0.401825112049954
"119",-0.351559089283212
"120",-0.255106055083933
"121",-0.111728978803355
"122",0.07283890746075
"123",0.278825201167432
"124",0.470580381318011
"125",0.612722221505711
"126",0.665975925270172
"127",0.625847051272816
"128",0.502862122408567
"129",0.317671729642792
"130",0.115899430204681
"131",-0.0711079883315871
"132",-0.221099843085519
"133",-0.332296204999108
"134",-0.397093225337534
"135",-0.412410627239165
"136",-0.382953952088609
"137",-0.315384254078501
"138",-0.218151375125646
"139",-0.106091332568601
"140",0.00364111096684923
"141",0.0996905752150093
"142",0.17336371821252
"143",0.219839761241995
"144",0.236036457120611
"145",0.222258576043876
"146",0.186935066155997
"147",0.134366822477269
"148",0.067619647738137
"149",-0.00386451276682534
"150",-0.0730136644981535
"151",-0.126842844331952
"152",-0.163995671980706
"153",-0.171106451275014
"154",-0.152078261971938
"155",-0.111660900989717
"156",-0.0572097216017609
"157",-0.0046438295443606
"158",0.0334878541848323
"159",0.0597081407133403
"160",0.0764880196387447
"161",0.0738551453170749
"162",0.0568261877313029
"163",0.0280846817200426
"164",-0.00862460894746497
"165",-0.0289903001087037
"166",-0.0375407535669563
"167",-0.0279570758609719
"168",-0.00456294845195088
"169",0.0300477336159051
"170",0.05269610592391
"171",0.0661237112120721
"172",0.0626247221622568
"173",0.0365270752508141
"174",-0.00170239197908364
"175",-0.0446166333644725
"176",-0.0852960103147227
"177",-0.118951387432891
"178",-0.139360257048454
"179",-0.144699106840193
"180",-0.13397736286761
"181",-0.107023350282693
"182",-0.0634379456230505
"183",-0.0117448983858159
"184",0.0372813896469903
"185",0.078789833561731
"186",0.108399650309363
"187",0.120366147306568
"188",0.124257284877148
"189",0.121914792499964
"190",0.117841729916484
"191",0.105906671846341
"192",0.0807015914298679
"193",0.0442229818014501
"194",6.36239287872399e-05
"195",-0.0472381651895411
"196",-0.0905290777435944
"197",-0.12844550087356
"198",-0.150519877591467
"199",-0.153031921318208
"200",-0.133954742112194
"201",-0.0997216558976618
"202",-0.0531272456216471
"203",-0.0040621293135737
"204",0.0397173114689818
"205",0.0692568451755498
"206",0.0802287520395639
"207",0.0734095158821407
"208",0.0513488246105221
"209",0.0159455504284245
"210",-0.0189951408475389
"211",-0.0428935478503318
"212",-0.0475422989308823
"213",-0.0327943092573852
"214",-0.0056702232050326
"215",0.0206416710691791
"216",0.0473066847136575
"217",0.0590322652400464
"218",0.0556334292760081
"219",0.0405463602479211
"220",0.0146162889037474
"221",-0.0218581208595413
"222",-0.0619012426045783
"223",-0.099987499268841
"224",-0.127961846199771
"225",-0.138203763616446
"226",-0.126017485375905
"227",-0.0948464693104424
"228",-0.0448775950678233
"229",0.0174819269373061
"230",0.0781553901870658
"231",0.133164840800169
"232",0.17787448017009
"233",0.203665484802559
"234",0.202688797213769
"235",0.173379531024144
